UniqueID,IDandDateConcat,Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
6184742481,438816184742481,4388161847,4/21/16,1,442,458
6184742482,438816184742482,4388161847,4/22/16,1,82,85
6184742483,438816184742483,4388161847,4/23/16,1,478,501
6184742484,438816184742484,4388161847,4/24/16,3,552,595
6184742486,438816184742486,4388161847,4/26/16,1,319,346
6184742487,438816184742487,4388161847,4/27/16,1,439,500
6184742488,438816184742488,4388161847,4/28/16,1,428,458
6184742490,438816184742490,4388161847,4/30/16,2,409,430
6184742491,438816184742491,4388161847,5/1/16,1,547,597
6184742492,438816184742492,4388161847,5/2/16,2,368,376
6184742494,438816184742494,4388161847,5/4/16,1,390,414
6184742495,438816184742495,4388161847,5/5/16,1,471,495
6184742495,438816184742495,4388161847,5/5/16,1,471,495
6184742497,438816184742497,4388161847,5/7/16,1,472,496
6184742498,438816184742498,4388161847,5/8/16,2,529,541
6184742499,438816184742499,4388161847,5/9/16,1,62,65
6184742500,438816184742500,4388161847,5/10/16,1,354,375
6184742501,438816184742501,4388161847,5/11/16,1,469,494
1498642472,444511498642472,4445114986,4/12/16,2,429,457
1498642473,444511498642473,4445114986,4/13/16,2,370,406
1498642474,444511498642474,4445114986,4/14/16,1,441,492
1498642475,444511498642475,4445114986,4/15/16,2,337,379
1498642476,444511498642476,4445114986,4/16/16,1,462,499
1498642477,444511498642477,4445114986,4/17/16,1,98,107
1498642479,444511498642479,4445114986,4/19/16,2,388,424
1498642480,444511498642480,4445114986,4/20/16,1,439,462
1498642481,444511498642481,4445114986,4/21/16,1,436,469
1498642482,444511498642482,4445114986,4/22/16,1,388,417
1498642485,444511498642485,4445114986,4/25/16,1,328,345
1498642486,444511498642486,4445114986,4/26/16,2,353,391
1498642487,444511498642487,4445114986,4/27/16,1,332,374
1498642488,444511498642488,4445114986,4/28/16,1,419,442
1498642489,444511498642489,4445114986,4/29/16,1,106,108
1498642490,444511498642490,4445114986,4/30/16,1,322,353
1498642491,444511498642491,4445114986,5/1/16,2,439,459
1498642492,444511498642492,4445114986,5/2/16,1,502,542
1498642493,444511498642493,4445114986,5/3/16,2,417,450
1498642494,444511498642494,4445114986,5/4/16,2,337,363
1498642495,444511498642495,4445114986,5/5/16,2,462,513
1498642496,444511498642496,4445114986,5/6/16,2,374,402
1498642497,444511498642497,4445114986,5/7/16,2,401,436
1498642498,444511498642498,4445114986,5/8/16,1,361,391
1498642499,444511498642499,4445114986,5/9/16,1,457,533
1498642500,444511498642500,4445114986,5/10/16,1,405,426
1498642501,444511498642501,4445114986,5/11/16,1,499,530
1498642502,444511498642502,4445114986,5/12/16,1,483,501
0992442481,455860992442481,4558609924,4/21/16,1,126,137
0992442486,455860992442486,4558609924,4/26/16,1,103,121
0992442489,455860992442489,4558609924,4/29/16,1,171,179
0992442491,455860992442491,4558609924,5/1/16,1,115,129
0992442498,455860992442498,4558609924,5/8/16,1,123,134
2168442472,470292168442472,4702921684,4/12/16,1,425,439
2168442473,470292168442473,4702921684,4/13/16,2,400,430
2168442474,470292168442474,4702921684,4/14/16,1,384,415
2168442475,470292168442475,4702921684,4/15/16,1,253,257
2168442476,470292168442476,4702921684,4/16/16,2,382,406
2168442477,470292168442477,4702921684,4/17/16,1,591,612
2168442478,470292168442478,4702921684,4/18/16,1,293,312
2168442479,470292168442479,4702921684,4/19/16,1,457,487
2168442480,470292168442480,4702921684,4/20/16,1,454,468
2168442481,470292168442481,4702921684,4/21/16,1,425,434
2168442483,470292168442483,4702921684,4/23/16,1,465,475
2168442484,470292168442484,4702921684,4/24/16,1,480,506
2168442485,470292168442485,4702921684,4/25/16,1,370,380
2168442486,470292168442486,4702921684,4/26/16,1,421,429
2168442487,470292168442487,4702921684,4/27/16,1,432,449
2168442488,470292168442488,4702921684,4/28/16,1,442,461
2168442489,470292168442489,4702921684,4/29/16,1,433,447
2168442490,470292168442490,4702921684,4/30/16,1,479,501
2168442493,470292168442493,4702921684,5/3/16,1,327,373
2168442494,470292168442494,4702921684,5/4/16,1,412,434
2168442495,470292168442495,4702921684,5/5/16,1,414,428
2168442496,470292168442496,4702921684,5/6/16,1,404,449
2168442497,470292168442497,4702921684,5/7/16,1,520,543
2168442497,470292168442497,4702921684,5/7/16,1,520,543
2168442499,470292168442499,4702921684,5/9/16,1,435,458
2168442500,470292168442500,4702921684,5/10/16,1,416,431
2168442501,470292168442501,4702921684,5/11/16,1,354,366
2168442502,470292168442502,4702921684,5/12/16,1,404,442
5744342472,555395744342472,5553957443,4/12/16,1,441,464
5744342473,555395744342473,5553957443,4/13/16,2,455,488
5744342474,555395744342474,5553957443,4/14/16,1,357,418
5744342475,555395744342475,5553957443,4/15/16,1,377,409
5744342476,555395744342476,5553957443,4/16/16,2,651,686
5744342477,555395744342477,5553957443,4/17/16,1,350,402
5744342478,555395744342478,5553957443,4/18/16,2,520,541
5744342479,555395744342479,5553957443,4/19/16,1,357,410
5744342480,555395744342480,5553957443,4/20/16,1,658,678
5744342481,555395744342481,5553957443,4/21/16,1,399,431
5744342482,555395744342482,5553957443,4/22/16,1,322,353
5744342483,555395744342483,5553957443,4/23/16,2,631,725
5744342484,555395744342484,5553957443,4/24/16,2,553,640
5744342485,555395744342485,5553957443,4/25/16,1,433,468
5744342486,555395744342486,5553957443,4/26/16,1,412,453
5744342487,555395744342487,5553957443,4/27/16,1,347,391
5744342488,555395744342488,5553957443,4/28/16,1,421,457
5744342489,555395744342489,5553957443,4/29/16,1,450,495
5744342490,555395744342490,5553957443,4/30/16,2,775,843
5744342491,555395744342491,5553957443,5/1/16,2,622,686
5744342492,555395744342492,5553957443,5/2/16,1,409,471
5744342493,555395744342493,5553957443,5/3/16,1,380,429
5744342494,555395744342494,5553957443,5/4/16,1,447,470
5744342495,555395744342495,5553957443,5/5/16,1,419,464
5744342496,555395744342496,5553957443,5/6/16,1,400,434
5744342497,555395744342497,5553957443,5/7/16,1,442,470
5744342498,555395744342498,5553957443,5/8/16,1,568,608
5744342499,555395744342499,5553957443,5/9/16,1,453,494
5744342500,555395744342500,5553957443,5/10/16,1,418,443
5744342501,555395744342501,5553957443,5/11/16,1,463,486
5744342502,555395744342502,5553957443,5/12/16,1,438,475
5031342472,557715031342472,5577150313,4/12/16,1,419,438
5031342473,557715031342473,5577150313,4/13/16,1,432,458
5031342474,557715031342474,5577150313,4/14/16,1,477,497
5031342475,557715031342475,5577150313,4/15/16,1,392,413
5031342476,557715031342476,5577150313,4/16/16,1,406,445
5031342477,557715031342477,5577150313,4/17/16,1,549,583
5031342478,557715031342478,5577150313,4/18/16,1,527,553
5031342479,557715031342479,5577150313,4/19/16,1,449,465
5031342480,557715031342480,5577150313,4/20/16,1,447,480
5031342481,557715031342481,5577150313,4/21/16,1,414,437
5031342482,557715031342482,5577150313,4/22/16,1,338,366
5031342483,557715031342483,5577150313,4/23/16,1,384,402
5031342484,557715031342484,5577150313,4/24/16,1,543,615
5031342485,557715031342485,5577150313,4/25/16,1,421,461
5031342486,557715031342486,5577150313,4/26/16,1,354,377
5031342487,557715031342487,5577150313,4/27/16,1,424,452
5031342488,557715031342488,5577150313,4/28/16,1,361,372
5031342489,557715031342489,5577150313,4/29/16,1,459,485
5031342490,557715031342490,5577150313,4/30/16,1,412,433
5031342491,557715031342491,5577150313,5/1/16,1,379,398
5031342492,557715031342492,5577150313,5/2/16,2,525,553
5031342493,557715031342493,5577150313,5/3/16,1,508,543
5031342494,557715031342494,5577150313,5/4/16,1,603,634
5031342495,557715031342495,5577150313,5/5/16,1,74,78
5031342500,557715031342500,5577150313,5/10/16,1,504,562
5031342501,557715031342501,5577150313,5/11/16,1,431,476
6616042476,611766616042476,6117666160,4/16/16,1,380,398
6616042477,611766616042477,6117666160,4/17/16,2,336,350
6616042478,611766616042478,6117666160,4/18/16,2,493,510
6616042479,611766616042479,6117666160,4/19/16,1,465,492
6616042480,611766616042480,6117666160,4/20/16,1,474,502
6616042481,611766616042481,6117666160,4/21/16,1,508,550
6616042482,611766616042482,6117666160,4/22/16,1,480,546
6616042483,611766616042483,6117666160,4/23/16,1,492,539
6616042484,611766616042484,6117666160,4/24/16,1,353,367
6616042487,611766616042487,6117666160,4/27/16,1,542,557
6616042488,611766616042488,6117666160,4/28/16,1,393,416
6616042489,611766616042489,6117666160,4/29/16,1,600,636
6616042491,611766616042491,6117666160,5/1/16,1,507,575
6616042495,611766616042495,6117666160,5/5/16,1,392,415
6616042496,611766616042496,6117666160,5/6/16,2,658,698
6616042497,611766616042497,6117666160,5/7/16,2,498,507
6616042498,611766616042498,6117666160,5/8/16,1,555,603
6616042499,611766616042499,6117666160,5/9/16,1,492,522
8895542473,677588895542473,6775888955,4/13/16,1,235,260
8895542474,677588895542474,6775888955,4/14/16,1,423,441
8895542475,677588895542475,6775888955,4/15/16,1,391,406
8106742472,696218106742472,6962181067,4/12/16,1,366,387
8106742473,696218106742473,6962181067,4/13/16,3,630,679
8106742474,696218106742474,6962181067,4/14/16,2,508,535
8106742475,696218106742475,6962181067,4/15/16,1,370,386
8106742476,696218106742476,6962181067,4/16/16,1,357,366
8106742477,696218106742477,6962181067,4/17/16,1,427,446
8106742478,696218106742478,6962181067,4/18/16,1,442,458
8106742479,696218106742479,6962181067,4/19/16,1,476,535
8106742480,696218106742480,6962181067,4/20/16,1,418,424
8106742481,696218106742481,6962181067,4/21/16,1,451,457
8106742482,696218106742482,6962181067,4/22/16,1,425,435
8106742483,696218106742483,6962181067,4/23/16,1,528,546
8106742484,696218106742484,6962181067,4/24/16,1,511,514
8106742485,696218106742485,6962181067,4/25/16,1,400,415
8106742486,696218106742486,6962181067,4/26/16,1,441,446
8106742487,696218106742487,6962181067,4/27/16,1,455,467
8106742488,696218106742488,6962181067,4/28/16,1,440,453
8106742489,696218106742489,6962181067,4/29/16,1,433,447
8106742490,696218106742490,6962181067,4/30/16,1,422,424
8106742491,696218106742491,6962181067,5/1/16,1,411,426
8106742492,696218106742492,6962181067,5/2/16,1,466,482
8106742493,696218106742493,6962181067,5/3/16,1,394,418
8106742494,696218106742494,6962181067,5/4/16,1,442,455
8106742495,696218106742495,6962181067,5/5/16,1,467,491
8106742496,696218106742496,6962181067,5/6/16,1,443,462
8106742497,696218106742497,6962181067,5/7/16,1,298,334
8106742498,696218106742498,6962181067,5/8/16,1,541,569
8106742499,696218106742499,6962181067,5/9/16,1,489,497
8106742500,696218106742500,6962181067,5/10/16,1,469,481
8106742501,696218106742501,6962181067,5/11/16,1,452,480
8106742502,696218106742502,6962181067,5/12/16,1,516,535
4417142476,700774417142476,7007744171,4/16/16,1,79,82
4417142491,700774417142491,7007744171,5/1/16,1,58,61
6192642472,708636192642472,7086361926,4/12/16,1,514,525
6192642473,708636192642473,7086361926,4/13/16,1,451,465
6192642474,708636192642474,7086361926,4/14/16,1,472,476
6192642475,708636192642475,7086361926,4/15/16,1,377,386
6192642479,708636192642479,7086361926,4/19/16,1,472,483
6192642480,708636192642480,7086361926,4/20/16,1,492,502
6192642481,708636192642481,7086361926,4/21/16,1,390,411
6192642482,708636192642482,7086361926,4/22/16,1,428,448
6192642484,708636192642484,7086361926,4/24/16,1,681,704
6192642485,708636192642485,7086361926,4/25/16,1,446,447
6192642486,708636192642486,7086361926,4/26/16,1,485,500
6192642487,708636192642487,7086361926,4/27/16,1,469,479
6192642488,708636192642488,7086361926,4/28/16,1,354,367
6192642490,708636192642490,7086361926,4/30/16,1,485,489
6192642491,708636192642491,7086361926,5/1/16,1,388,407
6192642492,708636192642492,7086361926,5/2/16,1,440,459
6192642493,708636192642493,7086361926,5/3/16,1,456,461
6192642494,708636192642494,7086361926,5/4/16,1,420,436
6192642496,708636192642496,7086361926,5/6/16,1,322,333
6192642497,708636192642497,7086361926,5/7/16,1,530,548
6192642498,708636192642498,7086361926,5/8/16,1,481,510
6192642499,708636192642499,7086361926,5/9/16,1,427,438
6192642501,708636192642501,7086361926,5/11/16,1,451,463
6192642502,708636192642502,7086361926,5/12/16,1,444,457
7532842480,805347532842480,8053475328,4/20/16,1,486,493
7532842483,805347532842483,8053475328,4/23/16,1,331,337
7532842497,805347532842497,8053475328,5/7/16,1,74,75
6320042472,837856320042472,8378563200,4/12/16,1,338,356
6320042473,837856320042473,8378563200,4/13/16,2,447,487
6320042474,837856320042474,8378563200,4/14/16,1,424,455
6320042475,837856320042475,8378563200,4/15/16,1,513,533
6320042476,837856320042476,8378563200,4/16/16,2,611,689
6320042477,837856320042477,8378563200,4/17/16,2,525,591
6320042478,837856320042478,8378563200,4/18/16,1,398,451
6320042479,837856320042479,8378563200,4/19/16,1,387,421
6320042480,837856320042480,8378563200,4/20/16,1,381,409
6320042481,837856320042481,8378563200,4/21/16,1,396,417
6320042482,837856320042482,8378563200,4/22/16,1,441,469
6320042483,837856320042483,8378563200,4/23/16,1,565,591
6320042484,837856320042484,8378563200,4/24/16,1,458,492
6320042485,837856320042485,8378563200,4/25/16,1,388,402
6320042485,837856320042485,8378563200,4/25/16,1,388,402
6320042486,837856320042486,8378563200,4/26/16,1,550,584
6320042487,837856320042487,8378563200,4/27/16,1,531,600
6320042488,837856320042488,8378563200,4/28/16,1,506,556
6320042489,837856320042489,8378563200,4/29/16,1,527,562
6320042490,837856320042490,8378563200,4/30/16,1,468,555
6320042491,837856320042491,8378563200,5/1/16,1,475,539
6320042492,837856320042492,8378563200,5/2/16,1,351,385
6320042493,837856320042493,8378563200,5/3/16,1,405,429
6320042494,837856320042494,8378563200,5/4/16,1,441,477
6320042495,837856320042495,8378563200,5/5/16,1,381,417
6320042496,837856320042496,8378563200,5/6/16,1,323,355
6320042497,837856320042497,8378563200,5/7/16,2,459,513
6320042498,837856320042498,8378563200,5/8/16,1,545,606
6320042499,837856320042499,8378563200,5/9/16,1,359,399
6320042500,837856320042500,8378563200,5/10/16,1,342,391
6320042501,837856320042501,8378563200,5/11/16,1,368,387
6320042502,837856320042502,8378563200,5/12/16,1,496,546
0966542472,879200966542472,8792009665,4/12/16,1,458,493
0966542473,879200966542473,8792009665,4/13/16,1,531,552
0966542474,879200966542474,8792009665,4/14/16,1,486,503
0966542475,879200966542475,8792009665,4/15/16,1,363,377
0966542480,879200966542480,8792009665,4/20/16,1,528,547
0966542482,879200966542482,8792009665,4/22/16,1,391,407
0966542483,879200966542483,8792009665,4/23/16,1,339,360
0966542487,879200966542487,8792009665,4/27/16,1,423,428
0966542488,879200966542488,8792009665,4/28/16,1,402,416
0966542489,879200966542489,8792009665,4/29/16,1,398,406
0966542490,879200966542490,8792009665,4/30/16,1,343,360
0966542491,879200966542491,8792009665,5/1/16,1,503,527
0966542492,879200966542492,8792009665,5/2/16,1,415,423
0966542493,879200966542493,8792009665,5/3/16,1,516,545
0966542494,879200966542494,8792009665,5/4/16,1,439,463
