UniqueID,IDandDateConcat,Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
507242493,1.84451E+14,1844505072,5/3/16,4059,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,184,1256,1742
507242494,1.84451E+14,1844505072,5/4/16,2080,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,87,1353,1549
507242495,1.84451E+14,1844505072,5/5/16,2237,1.480000019,1.480000019,0,0,0,1.480000019,0,0,0,120,1320,1589
507242496,1.84451E+14,1844505072,5/6/16,44,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,2,1438,1351
507242497,1.84451E+14,1844505072,5/7/16,0,0,0,0,0,0,0,0,0,0,0,1440,1347
507242498,1.84451E+14,1844505072,5/8/16,0,0,0,0,0,0,0,0,0,0,0,1440,1347
507242499,1.84451E+14,1844505072,5/9/16,0,0,0,0,0,0,0,0,0,0,0,1440,1347
507242500,1.84451E+14,1844505072,5/10/16,0,0,0,0,0,0,0,0,0,0,0,1440,1347
507242501,1.84451E+14,1844505072,5/11/16,0,0,0,0,0,0,0,0,0,0,0,1440,1347
507242502,1.84451E+14,1844505072,5/12/16,0,0,0,0,0,0,0,0,0,0,0,711,665
7227942472,1.92797E+14,1927972279,4/12/16,678,0.469999999,0.469999999,0,0,0,0.469999999,0,0,0,55,734,2220
7227942473,1.92797E+14,1927972279,4/13/16,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151
7227942474,1.92797E+14,1927972279,4/14/16,2163,1.5,1.5,0,0,0.400000006,1.100000024,0,0,9,88,1292,2383
7227942475,1.92797E+14,1927972279,4/15/16,980,0.680000007,0.680000007,0,0,0,0.680000007,0,0,0,51,941,2221
7227942476,1.92797E+14,1927972279,4/16/16,0,0,0,0,0,0,0,0,0,0,0,1440,2064
7227942477,1.92797E+14,1927972279,4/17/16,0,0,0,0,0,0,0,0,0,0,0,1440,2063
7227942478,1.92797E+14,1927972279,4/18/16,244,0.170000002,0.170000002,0,0,0,0.170000002,0,0,0,17,1423,2111
7227942479,1.92797E+14,1927972279,4/19/16,0,0,0,0,0,0,0,0,0,0,0,1440,2063
7227942480,1.92797E+14,1927972279,4/20/16,0,0,0,0,0,0,0,0,0,0,0,1440,2063
7227942481,1.92797E+14,1927972279,4/21/16,0,0,0,0,0,0,0,0,0,0,0,1440,2064
7227942482,1.92797E+14,1927972279,4/22/16,149,0.100000001,0.100000001,0,0,0,0.100000001,0,0,0,10,1430,2093
7227942483,1.92797E+14,1927972279,4/23/16,2945,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,145,1295,2499
7227942484,1.92797E+14,1927972279,4/24/16,2090,1.450000048,1.450000048,0,0.07,0.239999995,1.139999986,0,1,6,75,1358,2324
7227942485,1.92797E+14,1927972279,4/25/16,152,0.109999999,0.109999999,0,0,0,0.109999999,0,0,0,12,1303,2100
7227942486,1.92797E+14,1927972279,4/26/16,3761,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,192,1058,2638
7227942487,1.92797E+14,1927972279,4/27/16,0,0,0,0,0,0,0,0,0,0,0,1440,2063
7227942488,1.92797E+14,1927972279,4/28/16,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167,2351
7227942489,1.92797E+14,1927972279,4/29/16,0,0,0,0,0,0,0,0,0,0,0,1440,2063
7227942490,1.92797E+14,1927972279,4/30/16,0,0,0,0,0,0,0,0,0,0,0,1440,2064
7227942491,1.92797E+14,1927972279,5/1/16,2704,1.870000005,1.870000005,0,1.00999999,0.029999999,0.829999983,0,14,1,70,1355,2411
7227942492,1.92797E+14,1927972279,5/2/16,3790,2.619999886,2.619999886,0,1.159999967,0.300000012,1.159999967,0,16,8,94,1322,2505
7227942493,1.92797E+14,1927972279,5/3/16,1326,0.920000017,0.920000017,0,0.730000019,0,0.180000007,0,10,0,17,1413,2195
7227942494,1.92797E+14,1927972279,5/4/16,1786,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,87,1353,2338
7227942495,1.92797E+14,1927972279,5/5/16,0,0,0,0,0,0,0,0,0,0,0,1440,2063
7227942496,1.92797E+14,1927972279,5/6/16,2091,1.450000048,1.450000048,0,0,0,1.450000048,0,0,0,108,1332,2383
7227942497,1.92797E+14,1927972279,5/7/16,1510,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,48,1392,2229
7227942498,1.92797E+14,1927972279,5/8/16,0,0,0,0,0,0,0,0,0,0,0,1440,2063
7227942499,1.92797E+14,1927972279,5/9/16,0,0,0,0,0,0,0,0,0,0,0,1440,2063
7227942500,1.92797E+14,1927972279,5/10/16,0,0,0,0,0,0,0,0,0,0,0,1440,2063
7227942501,1.92797E+14,1927972279,5/11/16,0,0,0,0,0,0,0,0,0,0,0,1440,2063
7227942502,1.92797E+14,1927972279,5/12/16,0,0,0,0,0,0,0,0,0,0,0,966,1383
8440842472,2.02248E+14,2022484408,4/12/16,11875,8.340000153,8.340000153,0,3.309999943,0.769999981,4.260000229,0,42,14,227,1157,2390
8440842473,2.02248E+14,2022484408,4/13/16,12024,8.5,8.5,0,2.99000001,0.100000001,5.409999847,0,43,5,292,1100,2601
8440842474,2.02248E+14,2022484408,4/14/16,10690,7.5,7.5,0,2.480000019,0.209999993,4.820000172,0,32,3,257,1148,2312
8440842475,2.02248E+14,2022484408,4/15/16,11034,8.029999733,8.029999733,0,1.940000057,0.310000002,5.78000021,0,27,9,282,1122,2525
8440842476,2.02248E+14,2022484408,4/16/16,10100,7.090000153,7.090000153,0,3.150000095,0.550000012,3.390000105,0,41,11,151,1237,2177
8440842477,2.02248E+14,2022484408,4/17/16,15112,11.39999962,11.39999962,0,3.869999886,0.660000026,6.880000114,0,28,29,331,1052,2782
8440842478,2.02248E+14,2022484408,4/18/16,14131,10.06999969,10.06999969,0,3.640000105,0.119999997,6.300000191,0,48,3,311,1078,2770
8440842479,2.02248E+14,2022484408,4/19/16,11548,8.529999733,8.529999733,0,3.289999962,0.239999995,5,0,31,7,250,1152,2489
8440842480,2.02248E+14,2022484408,4/20/16,15112,10.67000008,10.67000008,0,3.339999914,1.929999948,5.400000095,0,48,63,276,1053,2897
8440842481,2.02248E+14,2022484408,4/21/16,12453,8.739999771,8.739999771,0,3.329999924,1.110000014,4.309999943,0,104,53,255,1028,3158
8440842482,2.02248E+14,2022484408,4/22/16,12954,9.329999924,9.329999924,0,4.429999828,0.419999987,4.46999979,0,52,10,273,1105,2638
8440842483,2.02248E+14,2022484408,4/23/16,6001,4.210000038,4.210000038,0,0,0,4.210000038,0,0,0,249,1191,2069
8440842484,2.02248E+14,2022484408,4/24/16,13481,10.27999973,10.27999973,0,4.550000191,1.149999976,4.579999924,0,37,26,216,1161,2529
8440842485,2.02248E+14,2022484408,4/25/16,11369,8.010000229,8.010000229,0,3.329999924,0.219999999,4.460000038,0,44,8,217,1171,2470
8440842486,2.02248E+14,2022484408,4/26/16,10119,7.190000057,7.190000057,0,1.429999948,0.660000026,5.110000134,0,55,24,275,1086,2793
8440842487,2.02248E+14,2022484408,4/27/16,10159,7.130000114,7.130000114,0,1.039999962,0.970000029,5.119999886,0,19,20,282,1119,2463
8440842488,2.02248E+14,2022484408,4/28/16,10140,7.119999886,7.119999886,0,0.409999996,1.330000043,5.389999866,0,6,20,291,1123,2296
8440842489,2.02248E+14,2022484408,4/29/16,10245,7.190000057,7.190000057,0,0.479999989,1.210000038,5.5,0,21,40,281,1098,2611
8440842490,2.02248E+14,2022484408,4/30/16,18387,12.90999985,12.90999985,0,0.939999998,1.399999976,10.56999969,0,13,23,361,1043,2732
8440842491,2.02248E+14,2022484408,5/1/16,10538,7.400000095,7.400000095,0,1.940000057,0.959999979,4.5,0,25,28,245,1142,2380
8440842492,2.02248E+14,2022484408,5/2/16,10379,7.289999962,7.289999962,0,2.609999895,0.340000004,4.329999924,0,36,8,277,1119,2473
8440842493,2.02248E+14,2022484408,5/3/16,12183,8.739999771,8.739999771,0,3.99000001,0.460000008,4.28000021,0,72,14,250,1104,2752
8440842494,2.02248E+14,2022484408,5/4/16,11768,8.289999962,8.289999962,0,2.50999999,0.930000007,4.849999905,0,36,27,272,1105,2649
8440842495,2.02248E+14,2022484408,5/5/16,11895,8.350000381,8.350000381,0,2.789999962,0.860000014,4.699999809,0,55,20,253,1112,2609
8440842496,2.02248E+14,2022484408,5/6/16,10227,7.179999828,7.179999828,0,1.870000005,0.670000017,4.639999866,0,24,17,295,1104,2498
8440842497,2.02248E+14,2022484408,5/7/16,6708,4.710000038,4.710000038,0,1.610000014,0.079999998,3.019999981,0,20,2,149,1269,1995
8440842498,2.02248E+14,2022484408,5/8/16,3292,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,135,1305,1848
8440842499,2.02248E+14,2022484408,5/9/16,13379,9.390000343,9.390000343,0,2.119999886,1.629999995,5.639999866,0,35,47,297,1061,2709
8440842500,2.02248E+14,2022484408,5/10/16,12798,8.979999542,8.979999542,0,2.220000029,1.210000038,5.559999943,0,57,28,271,1084,2797
8440842501,2.02248E+14,2022484408,5/11/16,13272,9.319999695,9.319999695,0,4.179999828,1.149999976,3.99000001,0,58,25,224,1133,2544
8440842502,2.02248E+14,2022484408,5/12/16,9117,6.409999847,6.409999847,0,1.279999971,0.670000017,4.440000057,0,16,16,236,728,1853
5203542472,2.02635E+14,2026352035,4/12/16,4414,2.74000001,2.74000001,0,0.189999998,0.349999994,2.200000048,0,3,8,181,706,1459
5203542473,2.02635E+14,2026352035,4/13/16,4993,3.099999905,3.099999905,0,0,0,3.099999905,0,0,0,238,663,1521
5203542474,2.02635E+14,2026352035,4/14/16,3335,2.069999933,2.069999933,0,0,0,2.049999952,0,0,0,197,653,1431
5203542475,2.02635E+14,2026352035,4/15/16,3821,2.369999886,2.369999886,0,0,0,2.369999886,0,0,0,188,687,1444
5203542476,2.02635E+14,2026352035,4/16/16,2547,1.580000043,1.580000043,0,0,0,1.580000043,0,0,0,150,728,1373
5203542477,2.02635E+14,2026352035,4/17/16,838,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,60,1053,1214
5203542478,2.02635E+14,2026352035,4/18/16,3325,2.059999943,2.059999943,0,0,0,2.059999943,0,0,0,182,1062,1419
5203542479,2.02635E+14,2026352035,4/19/16,2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356
5203542480,2.02635E+14,2026352035,4/20/16,7222,4.480000019,4.480000019,0,0,0,4.480000019,0,0,0,327,623,1667
5203542481,2.02635E+14,2026352035,4/21/16,2467,1.529999971,1.529999971,0,0,0,1.529999971,0,0,0,153,749,1370
5203542482,2.02635E+14,2026352035,4/22/16,2915,1.809999943,1.809999943,0,0,0,1.809999943,0,0,0,162,712,1399
5203542483,2.02635E+14,2026352035,4/23/16,12357,7.710000038,7.710000038,0,0,0,7.710000038,0,0,0,432,458,1916
5203542484,2.02635E+14,2026352035,4/24/16,3490,2.160000086,2.160000086,0,0,0,2.160000086,0,0,0,164,704,1401
5203542485,2.02635E+14,2026352035,4/25/16,6017,3.730000019,3.730000019,0,0,0,3.730000019,0,0,0,260,821,1576
5203542486,2.02635E+14,2026352035,4/26/16,5933,3.680000067,3.680000067,0,0,0,3.680000067,0,0,0,288,1018,1595
5203542487,2.02635E+14,2026352035,4/27/16,6088,3.769999981,3.769999981,0,0,0,3.769999981,0,0,0,286,586,1593
5203542488,2.02635E+14,2026352035,4/28/16,6375,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,331,626,1649
5203542489,2.02635E+14,2026352035,4/29/16,7604,4.710000038,4.710000038,0,0,0,4.710000038,0,0,0,352,492,1692
5203542490,2.02635E+14,2026352035,4/30/16,4729,2.930000067,2.930000067,0,0,0,2.930000067,0,0,0,233,594,1506
5203542491,2.02635E+14,2026352035,5/1/16,3609,2.279999971,2.279999971,0,0,0,2.279999971,0,0,0,191,716,1447
5203542492,2.02635E+14,2026352035,5/2/16,7018,4.349999905,4.349999905,0,0,0,4.349999905,0,0,0,355,716,1690
